Date,Cyclic_Trend
2012-10-04,-1678082.09971167
2012-10-05,-2057116.1871761356
2012-10-06,-2005803.1788431886
2012-10-07,-1709793.9215905291
2012-10-08,-1480849.4299394083
2012-10-09,-1553428.0844826086
2012-10-10,-1931651.319709665
2012-10-11,-2391002.375505601
2012-10-12,-2642575.1529132156
2012-10-13,-2532566.584746023
2012-10-14,-2147652.2181849726
2012-10-15,-1736995.0229003096
2012-10-16,-1516177.3476629162
2012-10-17,-1508784.0396991342
2012-10-18,-1548183.6274680682
2012-10-19,-1435328.788371149
2012-10-20,-1132710.9278555322
2012-10-21,-825682.1859077982
2012-10-22,-786000.4156305087
2012-10-23,-1136716.987076942
2012-10-24,-1691835.780463646
2012-10-25,-2023481.5508345799
2012-10-26,-1730790.727254118
2012-10-27,-736202.2969586988
2012-10-28,604344.8717337633
2012-10-29,1674435.2346089857
2012-10-30,1960802.5611741836
2012-10-31,1349963.6618388367
2012-11-01,184189.65662430666
2012-11-02,-968034.436822624
2012-11-03,-1655232.6607845386
2012-11-04,-1788611.3161372845
2012-11-05,-1612059.6945670922
2012-11-06,-1467623.958039388
2012-11-07,-1531920.6366210226
2012-11-08,-1714985.0185100373
2012-11-09,-1783659.410227391
2012-11-10,-1588423.2312212777
2012-11-11,-1209823.8789655475
2012-11-12,-911929.6453814156
2012-11-13,-938337.7015239636
2012-11-14,-1314668.4601735156
2012-11-15,-1810806.8155706031
2012-11-16,-2098139.7622831427
2012-11-17,-1987517.314596016
2012-11-18,-1569970.0223241085
2012-11-19,-1153076.9193561566
2012-11-20,-1041677.1159248013
2012-11-21,-1317498.9270621939
2012-11-22,-1780295.565573631
2012-11-23,-2082278.2987399327
2012-11-24,-1962089.4386514288
2012-11-25,-1408768.3213205726
2012-11-26,-661428.7574534792
2012-11-27,-50323.16691019231
2012-11-28,192063.9117031497
2012-11-29,28574.74718374075
2012-11-30,-425810.417414657
2012-12-01,-1017146.5140486292
2012-12-02,-1639108.735145624
2012-12-03,-2231316.630303378
2012-12-04,-2723144.1785066943
2012-12-05,-2996250.7428565538
2012-12-06,-2930831.661286915
2012-12-07,-2506639.9804938
2012-12-08,-1871538.869201109
2012-12-09,-1302934.4277594883
2012-12-10,-1060932.3595407095
2012-12-11,-1226379.6982077935
2012-12-12,-1642734.9534236917
2012-12-13,-2011486.121011233
2012-12-14,-2081696.0956904052
2012-12-15,-1806818.8232315269
2012-12-16,-1353863.426223902
2012-12-17,-966247.5189155799
2012-12-18,-788192.9550236977
2012-12-19,-779483.4529713424
2012-12-20,-781020.4765284404
2012-12-21,-670597.8413047119
2012-12-22,-474193.0445904636
2012-12-23,-340406.55706160684
2012-12-24,-394658.8383222528
2012-12-25,-594706.7352202887
2012-12-26,-716298.4094287549
2012-12-27,-507471.33471355826
2012-12-28,87615.32331042716
2012-12-29,817215.0889414212
2012-12-30,1226383.997979212
2012-12-31,926665.5622876218
2013-01-01,-131042.98460232954
2013-01-02,-1580104.5339945792
2013-01-03,-2824351.8973646234
2013-01-04,-3385244.725247244
2013-01-05,-3174714.2547528893
2013-01-06,-2523144.858732413
2013-01-07,-1942113.8103709219
2013-01-08,-1786033.5654742273
2013-01-09,-2042304.9010916427
2013-01-10,-2385883.955876214
2013-01-11,-2448769.528231907
2013-01-12,-2101924.2961777104
2013-01-13,-1551794.2715002685
2013-01-14,-1181058.2479534214
2013-01-15,-1258436.6656534914
2013-01-16,-1731896.7505754435
2013-01-17,-2259263.956527608
2013-01-18,-2453512.022126278
2013-01-19,-2166122.191623727
2013-01-20,-1598038.4380004655
2013-01-21,-1152734.159991245
2013-01-22,-1133090.2222334652
2013-01-23,-1498083.3982839354
2013-01-24,-1866142.1145223577
2013-01-25,-1774489.579698809
2013-01-26,-1021223.7018541237
2013-01-27,145615.5609411491
2013-01-28,1133135.2830943658
2013-01-29,1348998.8138919715
2013-01-30,563717.583883061
2013-01-31,-941202.4713542983
2013-02-01,-2533352.152545461
2013-02-02,-3592529.960368227
2013-02-03,-3839888.4566180776
2013-02-04,-3436534.335545224
2013-02-05,-2807048.89099502
2013-02-06,-2331141.1885565836
2013-02-07,-2117259.1211923184
2013-02-08,-2001715.796082664
2013-02-09,-1744408.279540908
2013-02-10,-1261565.7479140488
2013-02-11,-717145.3354904499
2013-02-12,-407528.4468132677
2013-02-13,-528511.6333343451
2013-02-14,-1001039.0327208978
2013-02-15,-1492510.323063464
2013-02-16,-1624781.0308867146
2013-02-17,-1230204.2214377674
2013-02-18,-473849.5314790844
2013-02-19,248195.09676162587
2013-02-20,569628.7612985772
2013-02-21,398528.4935826347
2013-02-22,-19642.316517991432
2013-02-23,-264159.5159871235
2013-02-24,-19707.919690986182
2013-02-25,712086.5069614542
2013-02-26,1604117.1425600986
2013-02-27,2202047.4516330054
2013-02-28,2186320.3731074138
2013-03-01,1541061.4854999268
2013-03-02,527236.3871351134
2013-03-03,-498627.4112399019
2013-03-04,-1290077.8713230197
2013-03-05,-1797575.8919691625
2013-03-06,-2111304.172147305
2013-03-07,-2321526.640856886
2013-03-08,-2420101.3352657612
2013-03-09,-2314933.741049105
2013-03-10,-1940851.965523375
2013-03-11,-1362994.7797178095
2013-03-12,-778646.4458762024
2013-03-13,-404972.5694574617
2013-03-14,-331922.22959913523
2013-03-15,-452076.28902585525
2013-03-16,-527774.0814595529
2013-03-17,-359151.2708855959
2013-03-18,69697.32563787918
2013-03-19,576181.7420439036
2013-03-20,908404.2480767046
2013-03-21,924866.5759027883
2013-03-22,699145.2054005801
2013-03-23,477548.20543881145
2013-03-24,516414.5410412357
2013-03-25,923137.7394203943
2013-03-26,1609998.0101208482
2013-03-27,2380183.3239333862
2013-03-28,3066711.607282011
2013-03-29,3607668.7973685316
2013-03-30,4006106.3980323114
2013-03-31,4219459.829105496
2013-04-01,4099056.6603066195
2013-04-02,3458739.6008305782
2013-04-03,2249060.408111916
2013-04-04,695591.664157064
2013-04-05,-722628.0977112715
2013-04-06,-1492115.2698428396
2013-04-07,-1358419.49876369
2013-04-08,-492079.95528730185
2013-04-09,598885.4818601094
2013-04-10,1373493.5736134483
2013-04-11,1580219.6504196553
2013-04-12,1383139.6007045303
2013-04-13,1197759.7969471014
2013-04-14,1360305.422233451
2013-04-15,1871582.2076345533
2013-04-16,2399212.0956877116
2013-04-17,2542214.309432853
2013-04-18,2157604.202763713
2013-04-19,1503240.584492733
2013-04-20,1071798.5015097049
2013-04-21,1235572.1090777637
2013-04-22,1966122.3526778973
2013-04-23,2844463.1612793673
2013-04-24,3368674.7596857473
2013-04-25,3339248.9859198527
2013-04-26,3025979.3342292192
2013-04-27,2973666.097615781
2013-04-28,3569517.9214567794
2013-04-29,4690187.245482743
2013-04-30,5702912.3704471225
2013-05-01,5850199.317005152
2013-05-02,4767701.352981373
2013-05-03,2775529.101407396
2013-05-04,722144.0863044993
2013-05-05,-530006.2500350258
2013-05-06,-629627.4521446261
2013-05-07,84045.7558740918
2013-05-08,862618.7630410456
2013-05-09,1084228.2733700878
2013-05-10,666478.9660523778
2013-05-11,72160.73446508285
2013-05-12,-83781.06064774295
2013-05-13,480558.4972886895
2013-05-14,1493781.5461966926
2013-05-15,2335355.774873825
2013-05-16,2504055.0383033613
2013-05-17,2000011.3324549112
2013-05-18,1330001.444399601
2013-05-19,1128069.0652051545
2013-05-20,1673022.2493080813
2013-05-21,2667868.461054736
2013-05-22,3449866.1380614326
2013-05-23,3482890.85380698
2013-05-24,2778316.4535147906
2013-05-25,1929670.044192746
2013-05-26,1719403.1294257562
2013-05-27,2572876.2954350994
2013-05-28,4244639.95639126
2013-05-29,5952817.604636149
2013-05-30,6866485.133033757
2013-05-31,6606914.244874348
2013-06-01,5428070.490203056
2013-06-02,3974422.61807158
2013-06-03,2819952.3213262623
2013-06-04,2128600.4452309916
2013-06-05,1660742.9014227628
2013-06-06,1078199.0166716457
2013-06-07,291969.2457307558
2013-06-08,-432403.83694125083
2013-06-09,-684944.6962763224
2013-06-10,-259766.6191229673
2013-06-11,639047.0183101123
2013-06-12,1501242.9295819046
2013-06-13,1854240.0065413394
2013-06-14,1588438.4789721263
2013-06-15,1016401.6069131204
2013-06-16,622810.6892253959
2013-06-17,698455.1445347624
2013-06-18,1131011.455914556
2013-06-19,1506328.0018597636
2013-06-20,1439769.300785117
2013-06-21,884020.8357289688
2013-06-22,180737.35124260985
2013-06-23,-176151.37076191104
2013-06-24,116816.05974011602
2013-06-25,978834.1807586997
2013-06-26,2029255.1839760602
2013-06-27,2870668.267145928
2013-06-28,3341833.2185994387
2013-06-29,3546376.886945079
2013-06-30,3659551.552836879
2013-07-01,3695322.1626977986
2013-07-02,3442432.7358069713
2013-07-03,2639825.53800613
2013-07-04,1257281.3284175585
2013-07-05,-352034.1704218426
2013-07-06,-1596286.7490538242
2013-07-07,-1997729.633344261
2013-07-08,-1516847.312312899
2013-07-09,-597497.7330948955
2013-07-10,114530.9822186727
2013-07-11,197274.42099399408
2013-07-12,-285177.1676120471
2013-07-13,-860614.9932812103
2013-07-14,-1014448.3322214729
2013-07-15,-573030.9943511157
2013-07-16,181816.09278605346
2013-07-17,739062.8527354898
2013-07-18,751615.0821639559
2013-07-19,295605.3209685909
2013-07-20,-196188.76812589544
2013-07-21,-277436.45901021233
2013-07-22,159664.20407672855
2013-07-23,803001.7099302561
2013-07-24,1174888.9587841714
2013-07-25,1025729.9448153527
2013-07-26,573426.1478747134
2013-07-27,374053.5299863367
2013-07-28,909636.4399221344
2013-07-29,2182757.428138204
2013-07-30,3634339.5635748524
2013-07-31,4461285.275982
2013-08-01,4126159.075807477
2013-08-02,2713519.159393917
2013-08-03,882865.2044192947
2013-08-04,-558052.4942428073
2013-08-05,-1154602.479888068
2013-08-06,-1041404.8231845174
2013-08-07,-769271.5760055492
2013-08-08,-866092.5597325803
2013-08-09,-1453033.9047142859
2013-08-10,-2186579.9085791954
2013-08-11,-2550389.39195246
2013-08-12,-2262471.8462266987
2013-08-13,-1492448.378978263
2013-08-14,-738097.9138409221
2013-08-15,-461627.162319524
2013-08-16,-762562.4531205215
2013-08-17,-1327325.2015682615
2013-08-18,-1686107.419648413
2013-08-19,-1575242.5210183954
2013-08-20,-1132116.8145285973
2013-08-21,-779207.2832629682
2013-08-22,-886431.7715322713
2013-08-23,-1464311.5228146007
2013-08-24,-2114441.472816518
2013-08-25,-2281593.933655849
2013-08-26,-1628310.7584573077
2013-08-27,-272466.46415081684
2013-08-28,1269368.6987100241
2013-08-29,2384475.1229553786
2013-08-30,2697837.258522684
2013-08-31,2237504.0011444446
2013-09-01,1335954.5733897886
2013-09-02,382328.9964250788
2013-09-03,-395516.0092916113
2013-09-04,-973646.7275199232
2013-09-05,-1427372.5410838954
2013-09-06,-1784052.8433249497
2013-09-07,-1974819.1215275
2013-09-08,-1907649.527802674
2013-09-09,-1587052.518658204
2013-09-10,-1162753.6203785355
2013-09-11,-855854.6372572179
2013-09-12,-812614.5935371142
2013-09-13,-1005095.4789480802
2013-09-14,-1254666.671732133
2013-09-15,-1364518.3353924728
2013-09-16,-1258222.3892075624
2013-09-17,-1023360.1455217007
2013-09-18,-832749.6820637429
2013-09-19,-808778.4028546374
2013-09-20,-942673.1763970985
2013-09-21,-1119382.1845843892
2013-09-22,-1216049.3670247917
2013-09-23,-1185619.3838458436
2013-09-24,-1058766.699851158
2013-09-25,-869778.8774419333
2013-09-26,-591882.7145171196
2013-09-27,-152524.75812425974
2013-09-28,467434.7930915978
2013-09-29,1133454.514072504
2013-09-30,1566524.5823313263
2013-10-01,1479048.7468553828
2013-10-02,773606.5949014575
2013-10-03,-346429.98695927346
2013-10-04,-1448747.1341564339
2013-10-05,-2112853.1764580254
2013-10-06,-2175770.130026723
2013-10-07,-1825048.8884990467
2013-10-08,-1462842.1199108846
2013-10-09,-1433128.9126635776
2013-10-10,-1794204.2636502835
2013-10-11,-2296209.5012057004
2013-10-12,-2574249.0844930666
2013-10-13,-2419075.9465673873
2013-10-14,-1921456.808993313
2013-10-15,-1395474.3596146386
2013-10-16,-1142293.0094958404
2013-10-17,-1230646.5986930982
2013-10-18,-1462878.446205377
2013-10-19,-1551249.438636233
2013-10-20,-1361791.6483006682
2013-10-21,-1034996.960184369
2013-10-22,-881983.5471004843
2013-10-23,-1123079.4636723725
2013-10-24,-1669154.5418419351
2013-10-25,-2121336.7706838306
2013-10-26,-2014900.2613993934
2013-10-27,-1148833.9086403078
2013-10-28,231625.40694786535
2013-10-29,1536489.52114711
2013-10-30,2161657.694031962
2013-10-31,1842240.6224241287
2013-11-01,790384.0276843191
2013-11-02,-460843.3961984385
2013-11-03,-1393477.7701141355
2013-11-04,-1786668.4834473443
2013-11-05,-1778508.681340358
2013-11-06,-1684120.7385396506
2013-11-07,-1730124.9113918364
2013-11-08,-1904650.6680108618
2013-11-09,-2014290.1961553176
2013-11-10,-1884171.6552494287
2013-11-11,-1532890.5350620172
2013-11-12,-1180070.5155137968
2013-11-13,-1085673.2402784592
2013-11-14,-1346647.033024397
2013-11-15,-1814995.5233176793
2013-11-16,-2200699.0311014275
2013-11-17,-2280319.7719471585
2013-11-18,-2058488.723338822
2013-11-19,-1762122.4115962
2013-11-20,-1670083.3553340186
2013-11-21,-1905727.532641834
2013-11-22,-2342767.7250462887
2013-11-23,-2689664.2138327355
2013-11-24,-2684504.885490521
2013-11-25,-2264356.7991506285
2013-11-26,-1593564.7141128192
2013-11-27,-951042.5003136811
2013-11-28,-568196.1401164238
2013-11-29,-533536.3517266319
2013-11-30,-805221.1505564118
2013-12-01,-1294934.262297598
2013-12-02,-1927922.286629201
2013-12-03,-2634873.123423748
2013-12-04,-3300564.184888019
2013-12-05,-3749709.7344932053
2013-12-06,-3813868.1530976826
2013-12-07,-3453179.7055060863
2013-12-08,-2832921.886696396
2013-12-09,-2270009.454578709
2013-12-10,-2058854.9378385188
2013-12-11,-2284534.4305694285
2013-12-12,-2758379.244244895
2013-12-13,-3135616.754362687
2013-12-14,-3144001.8854515175
2013-12-15,-2763662.9389461824
2013-12-16,-2227804.728796521
2013-12-17,-1844157.6790310699
2013-12-18,-1768024.8257146687
2013-12-19,-1900074.409615203
2013-12-20,-1986435.5085144562
2013-12-21,-1841231.316761155
2013-12-22,-1512638.8285857916
2013-12-23,-1248961.994086666
2013-12-24,-1281215.244359344
2013-12-25,-1592139.1347605053
2013-12-26,-1869387.732116495
2013-12-27,-1708216.4666239826
2013-12-28,-938044.0470536517
2013-12-29,170294.13455329675
2013-12-30,1000718.1542551538
2013-12-31,967956.5245789357
2014-01-01,-80399.18488041901
2014-01-02,-1714712.5714675002
2014-01-03,-3157040.4677115832
2014-01-04,-3756353.078800894
2014-01-05,-3391573.747345999
2014-01-06,-2520944.0126803177
2014-01-07,-1843711.1715426946
2014-01-08,-1811526.64138179
2014-01-09,-2333660.6920633223
2014-01-10,-2883158.4853670746
2014-01-11,-2917743.869349665
2014-01-12,-2303907.5731753544
2014-01-13,-1427723.9559251005
2014-01-14,-911244.9523461285
2014-01-15,-1142568.8503770665
2014-01-16,-1972011.6910870394
2014-01-17,-2806044.1779608517
2014-01-18,-3041132.9074948905
2014-01-19,-2513026.811255088
2014-01-20,-1628284.1460068945
2014-01-21,-1065419.6767823822
2014-01-22,-1258309.7298224878
2014-01-23,-2043564.2249161475
2014-01-24,-2743338.916920428
2014-01-25,-2641895.421675085
2014-01-26,-1525976.762521902
2014-01-27,106855.45897473619
2014-01-28,1331739.9810071732
2014-01-29,1388267.279295873
2014-01-30,175661.40582392333
2014-01-31,-1691650.3293858059
2014-02-01,-3294985.512104103
2014-02-02,-3993842.763458729
2014-02-03,-3778747.6822042153
2014-02-04,-3168310.3001429113
2014-02-05,-2759396.062437
2014-02-06,-2779361.3608730515
2014-02-07,-2969100.3880940718
2014-02-08,-2860617.136525107
2014-02-09,-2211938.016297572
2014-02-10,-1252719.0602572844
2014-02-11,-542538.2248530628
2014-02-12,-546542.6198673085
2014-02-13,-1257023.9058171837
2014-02-14,-2158910.8198434305
2014-02-15,-2575350.070192878
2014-02-16,-2146890.8957625497
2014-02-17,-1089573.4560161324
2014-02-18,-39857.872682831825
2014-02-19,399692.92945630883
2014-02-20,86717.40785461925
2014-02-21,-573977.1491419579
2014-02-22,-937209.1793198896
2014-02-23,-582169.6252558558
2014-02-24,402740.04579842475
2014-02-25,1507992.6870874825
2014-02-26,2182514.70695904
2014-02-27,2203016.612614142
2014-02-28,1768896.5879221044
2014-03-01,1268028.2689828665
2014-03-02,931124.4823585007
2014-03-03,657151.2334740775
2014-03-04,156442.71946847127
2014-03-05,-726770.0960019437
2014-03-06,-1779254.5093197287
2014-03-07,-2494897.508581641
2014-03-08,-2425869.442297905
2014-03-09,-1548015.6355705804
2014-03-10,-337306.09751362837
2014-03-11,524016.82868900633
2014-03-12,615355.356627596
2014-03-13,74062.59603828036
2014-03-14,-507817.79177673016
2014-03-15,-525603.0811907435
2014-03-16,183212.34729032355
2014-03-17,1215713.8836461562
2014-03-18,1906155.2773967115
2014-03-19,1830233.3809993267
2014-03-20,1128178.337761356
2014-03-21,406709.25764921575
2014-03-22,285165.50684484193
2014-03-23,932820.3908061612
2014-03-24,1959115.1089269987
2014-03-25,2740451.0472858394
2014-03-26,2929131.9868969247
2014-03-27,2743064.9204008705
2014-03-28,2789840.6316719432
2014-03-29,3543806.312088257
2014-03-30,4870559.673344298
2014-03-31,6000254.7593760295
2014-04-01,6012429.336751418
2014-04-02,4507067.322825936
2014-04-03,1973984.1366604667
2014-04-04,-432979.13459105906
2014-04-05,-1602985.0771911582
2014-04-06,-1170113.0101992262
2014-04-07,285652.20641053276
2014-04-08,1671458.3099490714
2014-04-09,2144563.1997430855
2014-04-10,1662602.9798359366
2014-04-11,933600.0081788979
2014-04-12,818473.2874268327
2014-04-13,1643536.659443808
2014-04-14,2937267.4778413703
2014-04-15,3782076.528408857
2014-04-16,3522106.23489478
2014-04-17,2287994.4721994284
2014-04-18,940013.3107290945
2014-04-19,455256.7335937045
2014-04-20,1217173.893932235
2014-04-21,2732424.997055529
2014-04-22,3989663.6514122197
2014-04-23,4208829.796622813
2014-04-24,3430315.861722002
2014-04-25,2497654.9668925437
2014-04-26,2439953.948523271
2014-04-27,3693967.317025881
2014-04-28,5734102.898023368
2014-04-29,7381669.544106753
2014-04-30,7583652.2609578725
2014-05-01,6119912.357695005
2014-05-02,3733595.950858575
2014-05-03,1620470.4962014614
2014-05-04,641711.0588507233
2014-05-05,824067.9584879222
2014-05-06,1465172.6872076576
2014-05-07,1735011.180297687
2014-05-08,1303374.252994191
2014-05-09,538681.1340561896
2014-05-10,159869.73734552885
2014-05-11,628536.671312106
2014-05-12,1765711.4324120502
2014-05-13,2871226.488025553
2014-05-14,3249964.678840057
2014-05-15,2735547.1784074735
2014-05-16,1819399.529274629
2014-05-17,1281928.8995013288
2014-05-18,1611067.227463746
2014-05-19,2641581.293610061
2014-05-20,3683074.1031616735
2014-05-21,4031164.4290371174
2014-05-22,3485643.355113394
2014-05-23,2503693.5139338323
2014-05-24,1879560.6354287798
2014-05-25,2195922.0005252673
2014-05-26,3445084.849385842
2014-05-27,5074677.258073997
2014-05-28,6381075.431651372
2014-05-29,6949995.709267658
2014-05-30,6827905.150883676
2014-05-31,6339367.6603882015
2014-06-01,5741428.722821163
2014-06-02,5019615.6682377765
2014-06-03,3979791.9408829617
2014-06-04,2538915.7135432065
2014-06-05,941170.9118823287
2014-06-06,-296245.21673224214
2014-06-07,-708808.6849546231
2014-06-08,-225239.2815651872
2014-06-09,747207.6473615933
2014-06-10,1575965.992856565
2014-06-11,1820126.6351453608
2014-06-12,1509428.6900081534
2014-06-13,1071682.7682398357
2014-06-14,969933.7329441387
2014-06-15,1331220.645060213
2014-06-16,1848582.0905591995
2014-06-17,2028789.9341552895
2014-06-18,1593011.5365276313
2014-06-19,716354.5283121098
2014-06-20,-81453.22404667335
2014-06-21,-312233.93590215786
2014-06-22,132057.2938198379
2014-06-23,925674.0597368134
2014-06-24,1591804.6767985213
2014-06-25,1895338.9524028737
2014-06-26,2030172.2842983764
2014-06-27,2437484.457539022
2014-06-28,3383707.20150574
2014-06-29,4636144.161630797
2014-06-30,5507829.456893797
2014-07-01,5284359.937590046
2014-07-02,3738104.510100146
2014-07-03,1364705.0273443887
2014-07-04,-861950.5473483214
2014-07-05,-2064238.6611467663
2014-07-06,-1983407.1307297952
2014-07-07,-1092827.8772284403
2014-07-08,-232446.75722382465
2014-07-09,-31120.02524061099
2014-07-10,-516421.6107226213
2014-07-11,-1175781.9143473706
2014-07-12,-1391864.2702614837
2014-07-13,-925478.8909351362
2014-07-14,-85055.33058608366
2014-07-15,527756.8997361158
2014-07-16,486364.3096783439
2014-07-17,-132458.7158309829
2014-07-18,-804746.0757990683
2014-07-19,-956072.9263959345
2014-07-20,-399921.7800845346
2014-07-21,515345.07558428205
2014-07-22,1163270.4374645778
2014-07-23,1110489.6325374197
2014-07-24,461089.1915709538
2014-07-25,-178647.41005055793
2014-07-26,-105391.15428682594
2014-07-27,992281.7268496541
2014-07-28,2795623.4123186753
2014-07-29,4527468.630951334
2014-07-30,5410662.418454027
2014-07-31,5109365.002476286
2014-08-01,3874053.3022749876
2014-08-02,2329407.073439028
2014-08-03,1068119.4120652264
2014-08-04,340278.32131743804
2014-08-05,10605.093387589732
2014-08-06,-230910.67961041993
2014-08-07,-595211.0073769074
2014-08-08,-1046096.4597650798
2014-08-09,-1366193.081436939
2014-08-10,-1353416.9310217253
2014-08-11,-985287.5399894285
2014-08-12,-437346.00807430584
2014-08-13,38368.315816409726
2014-08-14,272879.965774337
2014-08-15,264609.9076632516
2014-08-16,139319.74026869828
2014-08-17,36049.43639737968
2014-08-18,6614.944662889536
2014-08-19,-3209.6464404828184
2014-08-20,-95926.29158041408
2014-08-21,-331359.78384980746
2014-08-22,-664245.3083982783
2014-08-23,-940978.0402799351
2014-08-24,-951457.4500228707
2014-08-25,-511238.73670566856
2014-08-26,449978.4417150846
2014-08-27,1819221.7476358952
2014-08-28,3282325.547635855
2014-08-29,4394916.954887395
2014-08-30,4742322.558627077
2014-08-31,4125323.0566571
2014-09-01,2687377.3630595044
2014-09-02,890102.4231804712
2014-09-03,-678611.7481644335
2014-09-04,-1584717.0760336302
2014-09-05,-1743192.4339939842
2014-09-06,-1421386.1315581042
2014-09-07,-1039582.6408625923
2014-09-08,-902936.2916109152
2014-09-09,-1034306.9848856846
2014-09-10,-1217076.926451362
2014-09-11,-1207458.5543570074
2014-09-12,-952238.0229334737
2014-09-13,-644870.9378679008
2014-09-14,-578015.0142177489
2014-09-15,-901796.597365631
2014-09-16,-1478618.1956349134
2014-09-17,-1956216.8821263392
2014-09-18,-2017042.2286701102
2014-09-19,-1625626.8016430438
2014-09-20,-1075726.0459322855
2014-09-21,-790632.5635829173
2014-09-22,-1005931.3368793315
2014-09-23,-1563137.4705561653
2014-09-24,-1978232.005817394
2014-09-25,-1759688.742372971
2014-09-26,-759829.9424331288
2014-09-27,681127.0111159446
2014-09-28,1908790.1767762143
2014-09-29,2336873.286988286
2014-09-30,1790425.3260392705
2014-10-01,587375.041725096
2014-10-02,-684332.238525689
2014-10-03,-1531570.9891696535
2014-10-04,-1818120.2295620975
2014-10-05,-1764659.8861845122
2014-10-06,-1722693.8910044034
2014-10-07,-1903397.7544559736
2014-10-08,-2253541.4119110648
2014-10-09,-2547545.8197364057
2014-10-10,-2597283.1300715576
2014-10-11,-2406570.4806237994
2014-10-12,-2153675.8424180993
2014-10-13,-2031343.06906599
2014-10-14,-2083295.4682213268
2014-10-15,-2168791.123227576
2014-10-16,-2082950.9333342777
2014-10-17,-1740853.649543168
2014-10-18,-1271884.1845607636
2014-10-19,-950151.7877662528
2014-10-20,-1009497.6977388898
2014-10-21,-1475556.458660223
2014-10-22,-2130190.853814984
2014-10-23,-2629868.5261709047
2014-10-24,-2691288.997407212
2014-10-25,-2221839.2090830207
2014-10-26,-1330718.8962222438
2014-10-27,-244571.7587944933
2014-10-28,787563.809704968
2014-10-29,1547664.5087430817
2014-10-30,1857021.8657775552
2014-10-31,1591041.1561319672
2014-11-01,736457.1585378165
2014-11-02,-541225.9111926492
2014-11-03,-1893755.847087748
2014-11-04,-2902821.232357357
2014-11-05,-3275548.393194202
2014-11-06,-3009577.3893206967
2014-11-07,-2402064.097828961
2014-11-08,-1875537.6056096605
2014-11-09,-1721489.3829832533
2014-11-10,-1933291.4245074776
2014-11-11,-2241911.93552724
2014-11-12,-2336877.4206295726
2014-11-13,-2109346.6556759425
2014-11-14,-1740560.2056653542
2014-11-15,-1562207.432394028
2014-11-16,-1796107.6808527743
2014-11-17,-2370534.970635926
2014-11-18,-2954846.4933252744
2014-11-19,-3195468.249531235
2014-11-20,-2981164.6299267397
2014-11-21,-2527163.3196872096
2014-11-22,-2205698.749916849
2014-11-23,-2242087.3844139534
