Date,Linear_Trend
2012-12-24,4653546.800456502
2012-12-25,4653303.825649699
2012-12-26,4653043.496761806
2012-12-27,4652785.8625992555
2012-12-28,4652480.14415655
2012-12-29,4652093.7308663335
2012-12-30,4651686.543249266
2012-12-31,4651268.757309627
2013-01-01,4650862.912737559
2013-01-02,4650465.123192852
2013-01-03,4650107.279699774
2013-01-04,4649753.963768408
2013-01-05,4649401.951261994
2013-01-06,4649051.82847792
2013-01-07,4648706.245791603
2013-01-08,4648368.711839595
2013-01-09,4648031.996160186
2013-01-10,4647702.108663356
2013-01-11,4647363.283421107
2013-01-12,4647032.3086861195
2013-01-13,4646696.588829593
2013-01-14,4646358.838560321
2013-01-15,4646028.658170394
2013-01-16,4645717.814824491
2013-01-17,4645414.596615624
2013-01-18,4645120.054798512
2013-01-19,4644824.986045308
2013-01-20,4644533.885604085
2013-01-21,4644255.364717995
2013-01-22,4643970.613892035
2013-01-23,4643685.151159076
2013-01-24,4643408.171374384
2013-01-25,4643125.010970579
2013-01-26,4642837.206780486
2013-01-27,4642550.720858179
2013-01-28,4642256.587425532
2013-01-29,4641966.876248671
2013-01-30,4641676.728637685
2013-01-31,4641382.595619761
2013-02-01,4641095.972390482
2013-02-02,4640808.638251715
2013-02-03,4640528.129570894
2013-02-04,4640244.353632742
2013-02-05,4639952.061311713
2013-02-06,4639645.718790193
2013-02-07,4639344.103183852
2013-02-08,4639051.962703105
2013-02-09,4638765.405288133
2013-02-10,4638481.141250781
2013-02-11,4638203.230871496
2013-02-12,4637930.879115366
2013-02-13,4637651.97278054
2013-02-14,4637374.987709955
2013-02-15,4637092.736580276
2013-02-16,4636813.090596707
2013-02-17,4636543.050952131
2013-02-18,4636279.359045206
2013-02-19,4636019.362067862
2013-02-20,4635760.358689596
2013-02-21,4635497.944120788
2013-02-22,4635237.17278264
2013-02-23,4634985.195112298
2013-02-24,4634729.986364584
2013-02-25,4634465.660184575
2013-02-26,4634168.409652222
2013-02-27,4633877.85460253
2013-02-28,4633590.814122907
2013-03-01,4633320.646733271
2013-03-02,4633075.0533409165
2013-03-03,4632891.349095034
2013-03-04,4632732.324701085
2013-03-05,4632613.013576968
2013-03-06,4632525.650030583
2013-03-07,4632462.087177143
2013-03-08,4632387.58184824
2013-03-09,4632310.837867753
2013-03-10,4632239.26902285
2013-03-11,4632180.512303532
2013-03-12,4632147.7706868565
2013-03-13,4632148.60661658
2013-03-14,4632157.63196212
2013-03-15,4632138.299532898
2013-03-16,4632108.118897735
2013-03-17,4632096.7811072115
2013-03-18,4632106.549964859
2013-03-19,4632125.232032931
2013-03-20,4632167.213708691
2013-03-21,4632220.044762689
2013-03-22,4632236.2688459465
2013-03-23,4632226.188389286
2013-03-24,4632203.259180948
2013-03-25,4632181.995640012
2013-03-26,4632180.033255838
2013-03-27,4632196.3576837275
2013-03-28,4632221.232293454
2013-03-29,4632216.526832462
2013-03-30,4632189.671426298
2013-03-31,4632162.752542084
2013-04-01,4632156.114873776
2013-04-02,4632157.071517435
2013-04-03,4632196.352531741
2013-04-04,4632234.670906465
2013-04-05,4632258.388430556
2013-04-06,4632296.568953979
2013-04-07,4632343.4532496175
2013-04-08,4632406.335123685
2013-04-09,4632482.286177853
2013-04-10,4632573.104211059
2013-04-11,4632650.362830071
2013-04-12,4632732.791729779
2013-04-13,4632825.492389138
2013-04-14,4632911.366073481
2013-04-15,4633017.159628335
2013-04-16,4633144.138890981
2013-04-17,4633284.535595108
2013-04-18,4633392.387135166
2013-04-19,4633486.384423896
2013-04-20,4633582.903999834
2013-04-21,4633678.129036205
2013-04-22,4633787.486113418
2013-04-23,4633916.563956834
2013-04-24,4634031.79741992
2013-04-25,4634113.392770049
2013-04-26,4634169.412578084
2013-04-27,4634232.803325894
2013-04-28,4634314.31248345
2013-04-29,4634411.619077933
2013-04-30,4634533.593410193
2013-05-01,4634668.104093316
2013-05-02,4634790.865170588
2013-05-03,4634884.678619285
2013-05-04,4634972.029751601
2013-05-05,4635055.417770531
2013-05-06,4635140.104472694
2013-05-07,4635229.684012896
2013-05-08,4635338.733007121
2013-05-09,4635455.844611084
2013-05-10,4635551.440451674
2013-05-11,4635654.907719968
2013-05-12,4635768.3978411285
2013-05-13,4635895.592671808
2013-05-14,4636034.112630558
2013-05-15,4636196.179176257
2013-05-16,4636362.514909242
2013-05-17,4636517.313212382
2013-05-18,4636665.832802024
2013-05-19,4636830.24153004
2013-05-20,4637001.334432086
2013-05-21,4637177.77969135
2013-05-22,4637383.920697565
2013-05-23,4637597.704500371
2013-05-24,4637779.861221159
2013-05-25,4637946.926092773
2013-05-26,4638132.674238502
2013-05-27,4638345.523656797
2013-05-28,4638610.543566334
2013-05-29,4638934.695248541
2013-05-30,4639295.651565625
2013-05-31,4639648.721855514
2013-06-01,4639976.266896959
2013-06-02,4640276.940271329
2013-06-03,4640550.015837999
2013-06-04,4640798.062822401
2013-06-05,4641049.723577192
2013-06-06,4641277.601173476
2013-06-07,4641490.910200773
2013-06-08,4641713.022611883
2013-06-09,4641948.383133161
2013-06-10,4642195.554346758
2013-06-11,4642468.289447598
2013-06-12,4642750.989595094
2013-06-13,4643018.78164024
2013-06-14,4643272.305119536
2013-06-15,4643531.7623258075
2013-06-16,4643795.504418878
2013-06-17,4644067.6421304075
2013-06-18,4644351.7467432795
2013-06-19,4644631.8736577
2013-06-20,4644887.7874344
2013-06-21,4645127.070090305
2013-06-22,4645362.004843869
2013-06-23,4645606.3319989955
2013-06-24,4645858.754323928
2013-06-25,4646130.280634716
2013-06-26,4646401.214480568
2013-06-27,4646638.186312565
2013-06-28,4646856.792003799
2013-06-29,4647073.764966612
2013-06-30,4647293.632622875
2013-07-01,4647520.039047663
2013-07-02,4647767.915028297
2013-07-03,4648016.158153761
2013-07-04,4648490.198666531
2013-07-05,4648976.306956821
2013-07-06,4649462.736005464
2013-07-07,4649957.851952311
2013-07-08,4650453.843021656
2013-07-09,4650961.974155978
2013-07-10,4651465.898059402
2013-07-11,4651990.587476515
2013-07-12,4652498.582948927
2013-07-13,4652986.807555279
2013-07-14,4653486.565185519
2013-07-15,4653979.603162937
2013-07-16,4654472.276679303
2013-07-17,4654968.22503155
2013-07-18,4655471.7275480805
2013-07-19,4655954.717497569
2013-07-20,4656423.33944224
2013-07-21,4656900.901783618
2013-07-22,4657368.07777719
2013-07-23,4657817.007656266
2013-07-24,4658291.258648751
2013-07-25,4658731.546546699
2013-07-26,4659150.026171228
2013-07-27,4659545.627389302
2013-07-28,4659949.933831154
2013-07-29,4660339.575464888
2013-07-30,4660706.214562638
2013-07-31,4661080.614831961
2013-08-01,4661465.906053151
2013-08-02,4661832.569716686
2013-08-03,4662230.936844561
2013-08-04,4662676.600598437
2013-08-05,4663153.811339107
2013-08-06,4663650.973105092
2013-08-07,4664180.771844639
2013-08-08,4664720.663970491
2013-08-09,4665255.463179252
2013-08-10,4665807.35077633
2013-08-11,4666386.625625022
2013-08-12,4666987.663804395
2013-08-13,4667621.951630989
2013-08-14,4668291.410913257
2013-08-15,4668986.832315086
2013-08-16,4669692.938849629
2013-08-17,4670415.4750686865
2013-08-18,4671156.820369208
2013-08-19,4671917.144641793
2013-08-20,4672704.624103026
2013-08-21,4673524.188495969
2013-08-22,4674374.500840269
2013-08-23,4675231.985651465
2013-08-24,4676105.752454385
2013-08-25,4677001.495871314
2013-08-26,4677916.268235827
2013-08-27,4678850.967774751
2013-08-28,4679821.948454504
2013-08-29,4680909.887445928
2013-08-30,4682065.304642814
2013-08-31,4683299.178167996
2013-09-01,4684587.907821715
2013-09-02,4685927.110473275
2013-09-03,4687221.21756166
2013-09-04,4688498.330154976
2013-09-05,4689738.576045746
2013-09-06,4690972.351750746
2013-09-07,4692207.221922421
2013-09-08,4693454.247337636
2013-09-09,4694711.497956728
2013-09-10,4695968.884278427
2013-09-11,4697201.43290115
2013-09-12,4698422.1785395285
2013-09-13,4699635.816157317
2013-09-14,4700857.308367307
2013-09-15,4702086.966241328
2013-09-16,4703323.468288549
2013-09-17,4704561.04894731
2013-09-18,4705770.747472508
2013-09-19,4706976.3840558
2013-09-20,4708188.470104004
2013-09-21,4709408.6249950705
2013-09-22,4710638.7183686355
2013-09-23,4711884.314247846
2013-09-24,4713119.407635124
2013-09-25,4714355.019183061
2013-09-26,4715590.333934039
2013-09-27,4716834.337308111
2013-09-28,4718108.76907531
2013-09-29,4719366.640385677
2013-09-30,4720635.651499516
2013-10-01,4721896.007690423
2013-10-02,4723142.75627548
2013-10-03,4724350.321233816
2013-10-04,4725574.177562504
2013-10-05,4726795.632605673
2013-10-06,4728026.522547585
2013-10-07,4729265.297728437
2013-10-08,4730526.680926546
2013-10-09,4731798.339589402
2013-10-10,4733068.309972539
2013-10-11,4734330.025896158
2013-10-12,4735612.452756244
2013-10-13,4736895.128380538
2013-10-14,4738182.573839402
2013-10-15,4739486.494053934
2013-10-16,4740778.084067274
2013-10-17,4742047.866884073
2013-10-18,4743319.160476566
2013-10-19,4744588.715436308
2013-10-20,4745858.738468427
2013-10-21,4747142.7455307245
2013-10-22,4748425.010141728
2013-10-23,4749699.537525397
2013-10-24,4750956.737075215
2013-10-25,4752200.0236527985
2013-10-26,4753442.058539749
2013-10-27,4754681.513584486
2013-10-28,4755937.01434868
2013-10-29,4757236.043081219
2013-10-30,4758532.711979859
2013-10-31,4759819.948363542
2013-11-01,4761095.267216733
2013-11-02,4762373.562057794
2013-11-03,4763620.609264636
2013-11-04,4764873.833956433
2013-11-05,4766120.964254078
2013-11-06,4767356.248206051
2013-11-07,4768598.368437127
2013-11-08,4769841.274084569
2013-11-09,4771087.368596157
2013-11-10,4772354.114020546
2013-11-11,4773630.32220518
2013-11-12,4774904.933796726
2013-11-13,4776151.629736868
2013-11-14,4777384.972221999
2013-11-15,4778626.498600498
2013-11-16,4779865.239343054
2013-11-17,4781104.570585659
2013-11-18,4782361.164390613
2013-11-19,4783627.966821057
2013-11-20,4784898.854365306
2013-11-21,4786166.951655201
2013-11-22,4787439.570017847
2013-11-23,4788711.721204702
2013-11-24,4790000.301010157
2013-11-25,4791290.835556417
2013-11-26,4792581.706959415
2013-11-27,4793875.7641444085
2013-11-28,4795192.315058512
2013-11-29,4796513.664431652
2013-11-30,4797859.209949947
2013-12-01,4799219.492609957
2013-12-02,4800591.526734496
2013-12-03,4801957.436747962
2013-12-04,4803324.663277601
2013-12-05,4804677.439090825
2013-12-06,4806027.907971349
2013-12-07,4807391.55129064
2013-12-08,4808765.417816316
2013-12-09,4810151.7572989315
2013-12-10,4811551.22266347
2013-12-11,4812955.832921458
2013-12-12,4814361.776121668
2013-12-13,4815774.140092223
2013-12-14,4817191.568633295
2013-12-15,4818616.626319075
2013-12-16,4820061.865109853
2013-12-17,4821519.43838722
2013-12-18,4822983.558584856
2013-12-19,4824452.81443378
2013-12-20,4825930.047410688
2013-12-21,4827427.856149624
2013-12-22,4828939.667014797
2013-12-23,4830449.283750621
2013-12-24,4831952.07994826
2013-12-25,4833459.5547431735
2013-12-26,4834966.031119878
2013-12-27,4836469.883072343
2013-12-28,4838009.300481732
2013-12-29,4839621.623563656
2013-12-30,4841247.489027668
2013-12-31,4842877.827036986
2014-01-01,4844498.4882482095
2014-01-02,4846107.278229024
2014-01-03,4847684.242375907
2014-01-04,4849252.104367572
2014-01-05,4850823.940611903
2014-01-06,4852397.541618952
2014-01-07,4853963.334915916
2014-01-08,4855515.488414553
2014-01-09,4857062.182392913
2014-01-10,4858607.1573542105
2014-01-11,4860158.403612076
2014-01-12,4861713.293039889
2014-01-13,4863274.735164537
2014-01-14,4864836.957516475
2014-01-15,4866393.128952697
2014-01-16,4867929.435007567
2014-01-17,4869468.671869279
2014-01-18,4871006.643333399
2014-01-19,4872556.953266678
2014-01-20,4874110.325384819
2014-01-21,4875654.109676819
2014-01-22,4877194.203372765
2014-01-23,4878732.185358414
2014-01-24,4880263.927471876
2014-01-25,4881816.889565026
2014-01-26,4883392.111761276
2014-01-27,4884984.786844854
2014-01-28,4886584.407749791
2014-01-29,4888174.997050896
2014-01-30,4889767.959556662
2014-01-31,4891367.69608584
2014-02-01,4892968.116211303
2014-02-02,4894578.6977600055
2014-02-03,4896192.75976385
2014-02-04,4897809.7259539105
2014-02-05,4899430.2973925965
2014-02-06,4901058.940876981
2014-02-07,4902694.272811333
2014-02-08,4904326.857794745
2014-02-09,4905966.85068434
2014-02-10,4907618.086454511
2014-02-11,4909260.249055241
2014-02-12,4910889.186809529
2014-02-13,4912521.703941557
2014-02-14,4914160.915044674
2014-02-15,4915817.040698197
2014-02-16,4917486.701335679
2014-02-17,4919157.494029755
2014-02-18,4920829.696226304
2014-02-19,4922486.174581719
2014-02-20,4924136.417060383
2014-02-21,4925801.555517041
2014-02-22,4927473.829994047
2014-02-23,4929151.7080195565
2014-02-24,4930856.073642086
2014-02-25,4932570.457841712
2014-02-26,4934313.026403809
2014-02-27,4936038.848851053
2014-02-28,4937753.843152861
2014-03-01,4939448.537157566
2014-03-02,4941132.241768993
2014-03-03,4942754.280501405
2014-03-04,4944359.045982465
2014-03-05,4945928.4731285395
2014-03-06,4947464.284956614
2014-03-07,4948973.229346854
2014-03-08,4950491.8334909845
2014-03-09,4952011.3387921145
2014-03-10,4953531.5652836785
2014-03-11,4955044.935687484
2014-03-12,4956541.787312614
2014-03-13,4957999.248832101
2014-03-14,4959435.97189167
2014-03-15,4960889.524348479
2014-03-16,4962350.196615778
2014-03-17,4963796.660000768
2014-03-18,4965219.724977275
2014-03-19,4966642.086115806
2014-03-20,4968035.498197962
2014-03-21,4969406.413263195
2014-03-22,4970798.492900633
2014-03-23,4972208.839247172
2014-03-24,4973624.1254403535
2014-03-25,4975040.874862498
2014-03-26,4976440.666541829
2014-03-27,4977816.517670383
2014-03-28,4979157.032358888
2014-03-29,4980516.036832161
2014-03-30,4981880.46124285
2014-03-31,4983247.072423445
2014-04-01,4984610.889577681
2014-04-02,4985972.123877721
2014-04-03,4987287.6024793675
2014-04-04,4988600.635104652
2014-04-05,4989931.33198615
2014-04-06,4991250.604072594
2014-04-07,4992570.490805692
2014-04-08,4993895.011750399
2014-04-09,4995210.510775342
2014-04-10,4996506.30821648
2014-04-11,4997808.444590418
2014-04-12,4999119.702099504
2014-04-13,5000429.751118633
2014-04-14,5001764.107429505
2014-04-15,5003101.430364017
2014-04-16,5004423.034992778
2014-04-17,5005715.683557965
2014-04-18,5007033.594889868
2014-04-19,5008370.245191071
2014-04-20,5009702.950772767
2014-04-21,5011051.049956867
2014-04-22,5012404.396508198
2014-04-23,5013729.075962695
2014-04-24,5015052.831110443
2014-04-25,5016394.015133239
2014-04-26,5017768.141746441
2014-04-27,5019139.921662127
2014-04-28,5020508.808209636
2014-04-29,5021876.4662501775
2014-04-30,5023198.221871896
2014-05-01,5024508.61784695
2014-05-02,5025803.7136794
2014-05-03,5027113.799289195
2014-05-04,5028421.218818058
2014-05-05,5029739.618214031
2014-05-06,5031060.764408061
2014-05-07,5032381.3370231055
2014-05-08,5033685.658389228
2014-05-09,5034963.447993359
2014-05-10,5036257.210366526
2014-05-11,5037539.331052609
2014-05-12,5038815.501994193
2014-05-13,5040082.91897558
2014-05-14,5041353.171033873
2014-05-15,5042594.417207595
2014-05-16,5043819.481900225
2014-05-17,5045041.63919558
2014-05-18,5046264.860357142
2014-05-19,5047467.166090304
2014-05-20,5048670.371474755
2014-05-21,5049893.312766703
2014-05-22,5051088.641989794
2014-05-23,5052257.7978004
2014-05-24,5053441.269120046
2014-05-25,5054647.953757041
2014-05-26,5055825.400655598
2014-05-27,5056977.033085437
2014-05-28,5058079.034457848
2014-05-29,5059097.711037385
2014-05-30,5060038.211992316
2014-05-31,5060978.941025918
2014-06-01,5061932.709874198
2014-06-02,5062906.773958934
2014-06-03,5063896.835544758
2014-06-04,5064941.415731407
2014-06-05,5065963.370723889
2014-06-06,5067000.922030585
2014-06-07,5068047.831107263
2014-06-08,5069080.004779463
2014-06-09,5070099.625701693
2014-06-10,5071115.728097987
2014-06-11,5072096.138590329
2014-06-12,5073051.007426176
2014-06-13,5074014.194925471
2014-06-14,5074979.579992257
2014-06-15,5075943.504274129
2014-06-16,5076906.221756871
2014-06-17,5077859.161308126
2014-06-18,5078799.44536736
2014-06-19,5079734.643558506
2014-06-20,5080687.35765909
2014-06-21,5081649.730780732
2014-06-22,5082613.610888102
2014-06-23,5083573.530042636
2014-06-24,5084524.67394554
2014-06-25,5085451.550611159
2014-06-26,5086364.946883165
2014-06-27,5087305.051175893
2014-06-28,5088253.96962621
2014-06-29,5089202.045421045
2014-06-30,5090134.505627126
2014-07-01,5091069.924100776
2014-07-02,5091977.39316219
2014-07-03,5092882.493034558
2014-07-04,5093794.0858453065
2014-07-05,5094710.280372013
2014-07-06,5095633.566708321
2014-07-07,5096549.220855972
2014-07-08,5097468.542720642
2014-07-09,5098374.029224841
2014-07-10,5099282.715836264
2014-07-11,5100170.975932456
2014-07-12,5101076.667870836
2014-07-13,5102005.927308317
2014-07-14,5102928.4686463075
2014-07-15,5103855.829111823
2014-07-16,5104791.358868151
2014-07-17,5105714.404622652
2014-07-18,5106618.850506335
2014-07-19,5107534.800994069
2014-07-20,5108469.997385558
2014-07-21,5109405.892428284
2014-07-22,5110352.4267839715
2014-07-23,5111302.65143122
2014-07-24,5112220.145531765
2014-07-25,5113140.03290731
2014-07-26,5114076.987822506
2014-07-27,5115032.250148941
2014-07-28,5115991.527960407
2014-07-29,5116961.822506855
2014-07-30,5117939.085067004
2014-07-31,5118903.826576183
2014-08-01,5119819.548957063
2014-08-02,5120723.66286544
2014-08-03,5121586.300847426
2014-08-04,5122402.631501215
2014-08-05,5123158.963199542
2014-08-06,5123883.218934765
2014-08-07,5124559.795745266
2014-08-08,5125206.052538589
2014-08-09,5125846.539435433
2014-08-10,5126477.507538241
2014-08-11,5127082.432929217
2014-08-12,5127656.694469893
2014-08-13,5128198.17270033
2014-08-14,5128693.046947896
2014-08-15,5129155.025950217
2014-08-16,5129590.398233675
2014-08-17,5130011.75485908
2014-08-18,5130409.216341942
2014-08-19,5130795.326087862
2014-08-20,5131151.1005860185
2014-08-21,5131461.035781868
2014-08-22,5131731.90378458
2014-08-23,5131989.378909332
2014-08-24,5132241.063126412
2014-08-25,5132476.3668131735
2014-08-26,5132685.937015187
2014-08-27,5132872.2810324365
2014-08-28,5132991.043796503
2014-08-29,5132995.582157296
2014-08-30,5132917.961497152
2014-08-31,5132764.708021889
2014-09-01,5132543.599228484
2014-09-02,5132264.905360928
2014-09-03,5132012.684561831
2014-09-04,5131781.747366246
2014-09-05,5131583.008406918
2014-09-06,5131392.954420914
2014-09-07,5131226.269508457
2014-09-08,5131069.547336917
2014-09-09,5130910.910942454
2014-09-10,5130761.771720814
2014-09-11,5130638.982871332
2014-09-12,5130537.1277985675
2014-09-13,5130450.139509719
2014-09-14,5130363.934275432
2014-09-15,5130279.707221977
2014-09-16,5130199.004834622
2014-09-17,5130129.186315398
2014-09-18,5130098.92969646
2014-09-19,5130087.594694985
2014-09-20,5130087.586490606
2014-09-21,5130097.880197683
2014-09-22,5130102.810105378
2014-09-23,5130091.856269628
2014-09-24,5130098.267214913
2014-09-25,5130121.874772278
2014-09-26,5130162.437758007
2014-09-27,5130211.253298911
2014-09-28,5130277.306138768
2014-09-29,5130353.599705886
2014-09-30,5130426.308869211
2014-10-01,5130504.528335712
2014-10-02,5130600.716478137
2014-10-03,5130720.541640785
2014-10-04,5130845.200884437
2014-10-05,5130971.810686841
2014-10-06,5131097.845983267
2014-10-07,5131208.242282308
2014-10-08,5131302.77140767
2014-10-09,5131394.421053955
2014-10-10,5131499.412531178
2014-10-11,5131609.775856997
2014-10-12,5131710.7205077605
2014-10-13,5131812.996549554
2014-10-14,5131905.574211109
2014-10-15,5131967.228127221
2014-10-16,5132039.65314083
2014-10-17,5132130.673363501
2014-10-18,5132228.36686557
2014-10-19,5132332.4360797405
2014-10-20,5132448.964123578
2014-10-21,5132559.6888937
2014-10-22,5132662.669079079
2014-10-23,5132773.433092332
2014-10-24,5132901.178338133
2014-10-25,5133046.0780474655
2014-10-26,5133194.2530761985
2014-10-27,5133356.493552887
2014-10-28,5133501.628232813
2014-10-29,5133632.173826399
2014-10-30,5133770.154917846
2014-10-31,5133920.590707537
2014-11-01,5134086.372771286
2014-11-02,5134264.2410884425
2014-11-03,5134446.55902801
2014-11-04,5134624.123139598
2014-11-05,5134814.563255791
2014-11-06,5135018.924096483
2014-11-07,5135229.595218001
2014-11-08,5135439.302560886
2014-11-09,5135657.512081484
2014-11-10,5135858.191816219
2014-11-11,5136049.903000462
2014-11-12,5136240.696962385
2014-11-13,5136458.413504824
2014-11-14,5136679.6852855235
2014-11-15,5136895.526729154
2014-11-16,5137118.594530179
2014-11-17,5137340.222986167
2014-11-18,5137544.44834265
2014-11-19,5137753.852944347
2014-11-20,5137973.818181645
2014-11-21,5138203.1771932375
2014-11-22,5138429.573444961
2014-11-23,5138662.56424444
2014-11-24,5138887.939045339
2014-11-25,5139102.290063894
2014-11-26,5139320.170556643
2014-11-27,5139541.340121445
2014-11-28,5139756.584431114
2014-11-29,5139979.739262823
2014-11-30,5140198.4844853645
2014-12-01,5140405.35909587
2014-12-02,5140605.055940752
2014-12-03,5140800.2817209335
2014-12-04,5140998.061693974
2014-12-05,5141210.730633164
2014-12-06,5141429.367783547
2014-12-07,5141638.854631047
2014-12-08,5141843.291032716
2014-12-09,5142036.2334320005
2014-12-10,5142207.699159524
2014-12-11,5142374.7014636705
2014-12-12,5142542.06856246
2014-12-13,5142716.593411016
2014-12-14,5142893.567008548
2014-12-15,5143068.898204295
2014-12-16,5143228.7369044
2014-12-17,5143372.655758448
2014-12-18,5143516.1786726555
2014-12-19,5143665.230606242
2014-12-20,5143808.313557555
2014-12-21,5143939.059016655
2014-12-22,5144066.269160515
2014-12-23,5144195.886102612
2014-12-24,5144332.882758204
2014-12-25,5144468.547260572
2014-12-26,5144618.1976104295
2014-12-27,5144775.880810792
2014-12-28,5144932.182506657
2014-12-29,5145050.141142562
2014-12-30,5145169.245934098
2014-12-31,5145290.743544938
2015-01-01,5145422.420380209
2015-01-02,5145572.073689809
2015-01-03,5145744.467108927
2015-01-04,5145936.986750265
2015-01-05,5146124.549302004
2015-01-06,5146304.720317824
2015-01-07,5146497.555157304
2015-01-08,5146704.915150586
2015-01-09,5146929.615758827
2015-01-10,5147161.334835361
2015-01-11,5147410.267971425
2015-01-12,5147655.332302631
2015-01-13,5147899.909051926
2015-01-14,5148147.7862456115
2015-01-15,5148402.538747333
2015-01-16,5148679.917712237
